supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,context,probabilty_fire_weather_conditions,fire_ignition_probability
Perrigo Company,Allegan Main Campus,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.011203; P(FWI > 20) projected = 0.000020; P(FWI > 50) historical mean (1975-2000) = 0.001200; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Perrigo Company,Allegan Water St Plant,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.011203; P(FWI > 20) projected = 0.000020; P(FWI > 50) historical mean (1975-2000) = 0.001200; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Perrigo Company,Eau Claire Facility,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.030124; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.002320; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Perrigo Company,PBM Nutritionals (Vermont),Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.001622; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000330; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Perrigo Company,Perrigo Direct Hub,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.001076; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000012; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Perrigo Company,Omaha Logistics Center,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.045638; P(FWI > 20) projected = 0.333500; P(FWI > 50) historical mean (1975-2000) = 0.001049; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,33.4%,0.0%
Perrigo Company,Perrigo Israel (Yeruham),Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 1.000000; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.000000; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,100.0%,0.0%
Perrigo Company,Perrigo Mexico,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 1.000000; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.002633; P(FWI > 50) projected = 0.009100; fire ignition probability = 0.000000.,100.0%,0.0%
Perrigo Company,Wrafton Laboratories (UK),Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.001151; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000025; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Perrigo Company,Galpharm International,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.003149; P(FWI > 20) projected = 0.043360; P(FWI > 50) historical mean (1975-2000) = 0.000572; P(FWI > 50) projected = 0.003970; fire ignition probability = 0.000000.,4.3%,0.0%
Perrigo Company,Rosemont Pharmaceuticals,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.001104; P(FWI > 20) projected = 0.000410; P(FWI > 50) historical mean (1975-2000) = 0.000020; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Perrigo Company,HRA Pharma Global HQ,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000016; P(FWI > 20) projected = 0.011870; P(FWI > 50) historical mean (1975-2000) = 0.000000; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,1.2%,0.0%
Perrigo Company,HRA Pharma US,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000371; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000000; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Global Headquarters,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000018; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000000; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Celestial Seasonings,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.789989; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.015029; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,100.0%,0.0%
The Hain Celestial Group,Hain Personal Care Hub,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.999978; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.007365; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,100.0%,0.0%
The Hain Celestial Group,Hain Celestial Canada HQ,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000400; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000006; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Mississauga Facility,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000400; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000006; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Hain Daniels (Fakenham),Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.001537; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000013; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Hain Daniels (Histon),Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.001367; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000009; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Fresh Innovation Centre,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000127; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000000; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Ella’s Kitchen HQ,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.002416; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000039; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Natumi GmbH,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.007086; P(FWI > 20) projected = 0.048680; P(FWI > 50) historical mean (1975-2000) = 0.000400; P(FWI > 50) projected = 0.003260; fire ignition probability = 0.000000.,4.9%,0.0%
The Hain Celestial Group,Mona Naturprodukte (Joya),Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.023280; P(FWI > 20) projected = 0.009810; P(FWI > 50) historical mean (1975-2000) = 0.011997; P(FWI > 50) projected = 0.000020; fire ignition probability = 0.000000.,1.0%,0.0%
The Hain Celestial Group,Cully & Sully,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.007888; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.003353; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Yorkshire Provender,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000220; P(FWI > 20) projected = 0.000010; P(FWI > 50) historical mean (1975-2000) = 0.000001; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
ZURU LLC.,ZURU Global HQ,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.066135; P(FWI > 20) projected = 0.008290; P(FWI > 50) historical mean (1975-2000) = 0.032088; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.8%,0.0%
ZURU LLC.,ZURU US Flagship Campus,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.999988; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.000022; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,100.0%,0.0%
ZURU LLC.,ZURU Shenzhen Hub,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.046418; P(FWI > 20) projected = 0.009580; P(FWI > 50) historical mean (1975-2000) = 0.004558; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.571429.,1.0%,57.1%
ZURU LLC.,ZURU Huizhou Smart Factory,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.033315; P(FWI > 20) projected = 0.002570; P(FWI > 50) historical mean (1975-2000) = 0.002249; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.3%,0.0%
ZURU LLC.,ZURU Guangzhou Plant,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.023522; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.001944; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
ZURU LLC.,ZURU New Zealand HQ,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000000; P(FWI > 20) projected = 0.000060; P(FWI > 50) historical mean (1975-2000) = 0.000000; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
ZURU LLC.,ZURU Tech Italy (Modena),Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000348; P(FWI > 20) projected = 0.033440; P(FWI > 50) historical mean (1975-2000) = 0.000000; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,3.3%,0.0%
ZURU LLC.,ZURU Tech India (Ahmedabad),Wildfire,Very High,,,Baseline,Historical fire weather analysis assigns Very High wildfire risk to this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 1.000000; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 1.000000; P(FWI > 50) projected = 1.000000; fire ignition probability = 0.642857.,100.0%,64.3%
ZURU LLC.,ZURU Tech India (Kolkata),Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 1.000000; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.026986; P(FWI > 50) projected = 0.003990; fire ignition probability = 0.000000.,100.0%,0.0%
ZURU LLC.,ZURU Bentonville Office,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.027346; P(FWI > 20) projected = 0.104900; P(FWI > 50) historical mean (1975-2000) = 0.001720; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,10.5%,0.0%
ZURU LLC.,ZURU Tech Italy (Milan),Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000663; P(FWI > 20) projected = 0.014120; P(FWI > 50) historical mean (1975-2000) = 0.000012; P(FWI > 50) projected = 0.000030; fire ignition probability = 0.000000.,1.4%,0.0%
ZURU LLC.,ZURU Dongguan Tech Center,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.041031; P(FWI > 20) projected = 0.000620; P(FWI > 50) historical mean (1975-2000) = 0.012901; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.285714.,0.1%,28.6%
John Paul Mitchell Systems,Global Headquarters,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.999943; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.002764; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,100.0%,0.0%
John Paul Mitchell Systems,JPMS Creative Center,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.999990; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.005830; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,100.0%,0.0%
John Paul Mitchell Systems,Santa Clarita DC,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.999943; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.002764; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,100.0%,0.0%
John Paul Mitchell Systems,The Awapuhi Farm,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000572; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000006; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
John Paul Mitchell Systems,JPMS UK (Salon Success),Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000017; P(FWI > 20) projected = 0.000010; P(FWI > 50) historical mean (1975-2000) = 0.000000; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
John Paul Mitchell Systems,JPMS European Hub,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.017530; P(FWI > 20) projected = 0.002680; P(FWI > 50) historical mean (1975-2000) = 0.008302; P(FWI > 50) projected = 0.000020; fire ignition probability = 0.000000.,0.3%,0.0%
John Paul Mitchell Systems,Pro-motive (Subsidiary),Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.999943; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.002764; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,100.0%,0.0%
John Paul Mitchell Systems,Distribution Center East,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.044089; P(FWI > 20) projected = 0.161190; P(FWI > 50) historical mean (1975-2000) = 0.008016; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,16.1%,0.0%
Natural Organics Inc.,Global Headquarters,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.005123; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000630; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Natural Organics Inc.,Melville Manufacturing,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.005123; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000630; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Natural Organics Inc.,The Pharma-Lab,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.005123; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000630; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Natural Organics Inc.,Melville Distribution,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.005123; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000630; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Natural Organics Inc.,Amityville Facility,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.005794; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000830; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Natural Organics Inc.,Nature’s Plus UK,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.007796; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.003297; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Natural Organics Inc.,Euro-Nutrition Hub,Wildfire,Very Low,,,Baseline,Historical fire weather data indicates very low wildfire risk at this location. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.001662; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000067; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
