supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,context
ZURU LLC.,ZURU Tech Italy (Modena),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
ZURU LLC.,ZURU Tech India (Ahmedabad),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
ZURU LLC.,ZURU Tech India (Kolkata),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
ZURU LLC.,ZURU Bentonville Office,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
ZURU LLC.,ZURU Tech Italy (Milan),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
ZURU LLC.,ZURU Dongguan Tech Center,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
John Paul Mitchell Systems,Global Headquarters,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
John Paul Mitchell Systems,JPMS Creative Center,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
John Paul Mitchell Systems,Santa Clarita DC,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
John Paul Mitchell Systems,The Awapuhi Farm,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
John Paul Mitchell Systems,JPMS UK (Salon Success),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
John Paul Mitchell Systems,JPMS European Hub,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
John Paul Mitchell Systems,Pro-motive (Subsidiary),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
John Paul Mitchell Systems,Distribution Center East,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"Natural Organics, Inc.",Global Headquarters,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"Natural Organics, Inc.",Melville Manufacturing,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"Natural Organics, Inc.","The ""Pharma-Lab""",Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"Natural Organics, Inc.",Melville Distribution,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"Natural Organics, Inc.",Amityville Facility,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"Natural Organics, Inc.",Nature’s Plus UK,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"Natural Organics, Inc.",Euro-Nutrition Hub,Coastal Flooding,Negligible,Medium,Deteriorating,Within 5 Years,"RCP4.5 2050 projections indicate potential entry into a Low coastal flood zone by mid-century, suggesting emerging coastal inundation risk."
