supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,facility_worker_category,automation_displacement_risk,ilo_sdg_8_8_2_score,working_poverty_rate_pct,work_injury_coverage_rate,minimum_wage_ppp_usd_monthly,country_signal,sector_signal,context,monitoring_signals
Perrigo Company,Allegan Main Campus,Worker Rights - Remuneration,Low,Low,Stable,Within 5 Years,Regulated / Pharmaceutical Production,Low,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
Perrigo Company,Allegan Water St Plant,Worker Rights - Labour Rights,High,Low,Highly Variable,Within 5 Years,Regulated / Pharmaceutical Production,Low,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
Perrigo Company,Allegan Water St Plant,Worker Rights - Remuneration,Low,Low,Stable,Within 5 Years,Regulated / Pharmaceutical Production,Low,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
Perrigo Company,Eau Claire Facility,Worker Rights - Labour Rights,High,Low,Highly Variable,Within 5 Years,Regulated / Pharmaceutical Production,Low,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
Perrigo Company,Eau Claire Facility,Worker Rights - Remuneration,Low,Low,Stable,Within 5 Years,Regulated / Pharmaceutical Production,Low,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
Perrigo Company,PBM Nutritionals (Vermont),Worker Rights - Labour Rights,High,Low,Highly Variable,Within 5 Years,Regulated / Pharmaceutical Production,Low,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
Perrigo Company,PBM Nutritionals (Vermont),Worker Rights - Remuneration,Low,Low,Stable,Within 5 Years,Regulated / Pharmaceutical Production,Low,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
Perrigo Company,Perrigo Direct Hub,Worker Rights - Labour Rights,High,Low,Highly Variable,Within 5 Years,Regulated / Pharmaceutical Production,Low,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
Perrigo Company,Perrigo Direct Hub,Worker Rights - Remuneration,Low,Low,Stable,Within 5 Years,Regulated / Pharmaceutical Production,Low,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
Perrigo Company,Omaha Logistics Center,Worker Rights - Labour Rights,High,Low,Highly Variable,Within 5 Years,Logistics / Distribution,High,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year: Distribution and logistics is undergoing the fastest automation deployment of any sector in this dataset. Full warehouse automation rollout timelines of 5-8 years mean that by 2029-30, most large DC operations will be substantially automated. Remaining workers will be in highly monitored, productivity-intensive roles with reduced rights protection (algorithmic management systems are not subject to collective bargaining in most jurisdictions). This is the key sector where even countries with strong institutional frameworks (USA High labour rights baseline already) face practical rights deterioration as the employment relationship is increasingly mediated by technology rather than human management.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year: Distribution and logistics is undergoing the fastest automation deployment of any sector in this dataset. Full warehouse automation rollout timelines of 5-8 years mean that by 2029-30, most large DC operations will be substantially automated. Remaining workers will be in highly monitored, productivity-intensive roles with reduced rights protection (algorithmic management systems are not subject to collective bargaining in most jurisdictions). This is the key sector where even countries with strong institutional frameworks (USA High labour rights baseline already) face practical rights deterioration as the employment relationship is increasingly mediated by technology rather than human management.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
Perrigo Company,Omaha Logistics Center,Worker Rights - Remuneration,Low,Low,Stable,Within 5 Years,Logistics / Distribution,High,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year: Distribution and logistics is undergoing the fastest automation deployment of any sector in this dataset. Full warehouse automation rollout timelines of 5-8 years mean that by 2029-30, most large DC operations will be substantially automated. Remaining workers will be in highly monitored, productivity-intensive roles with reduced rights protection (algorithmic management systems are not subject to collective bargaining in most jurisdictions). This is the key sector where even countries with strong institutional frameworks (USA High labour rights baseline already) face practical rights deterioration as the employment relationship is increasingly mediated by technology rather than human management.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year: Distribution and logistics is undergoing the fastest automation deployment of any sector in this dataset. Full warehouse automation rollout timelines of 5-8 years mean that by 2029-30, most large DC operations will be substantially automated. Remaining workers will be in highly monitored, productivity-intensive roles with reduced rights protection (algorithmic management systems are not subject to collective bargaining in most jurisdictions). This is the key sector where even countries with strong institutional frameworks (USA High labour rights baseline already) face practical rights deterioration as the employment relationship is increasingly mediated by technology rather than human management.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
Perrigo Company,Perrigo Israel (Yeruham),Worker Rights - Labour Rights,Very Low,Low,Highly Variable,Within 5 Years,Regulated / Pharmaceutical Production,Low,0.0,100.0,0.0,1582.856,"Two scenarios over 5 years: (1) Post-conflict normalisation — migrant worker exploitation diminishes, Histadrut and labour inspection return to full capacity, institutional scores maintained at Very Low. (2) Prolonged conflict and structural dependence on migrant workers — ILO may begin capturing deterioration in SDG 8.8.2 sub-scores for non-citizen worker rights. Perrigo Yeruham operates in a pharmaceutical context where Israeli domestic workers (who have very strong protections) predominate, so direct exposure to migrant worker deterioration is limited.","5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.","COUNTRY SIGNAL: Two scenarios over 5 years: (1) Post-conflict normalisation — migrant worker exploitation diminishes, Histadrut and labour inspection return to full capacity, institutional scores maintained at Very Low. (2) Prolonged conflict and structural dependence on migrant workers — ILO may begin capturing deterioration in SDG 8.8.2 sub-scores for non-citizen worker rights. Perrigo Yeruham operates in a pharmaceutical context where Israeli domestic workers (who have very strong protections) predominate, so direct exposure to migrant worker deterioration is limited. SECTOR SIGNAL: 5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.",Gaza conflict resolution timeline; migrant worker permit data; Histadrut collective agreement coverage; ILO Israel assessment; Perrigo facility-level labour audits
Perrigo Company,Perrigo Israel (Yeruham),Worker Rights - Remuneration,Very Low,Low,Highly Variable,Within 5 Years,Regulated / Pharmaceutical Production,Low,0.0,100.0,0.0,1582.856,"Two scenarios over 5 years: (1) Post-conflict normalisation — migrant worker exploitation diminishes, Histadrut and labour inspection return to full capacity, institutional scores maintained at Very Low. (2) Prolonged conflict and structural dependence on migrant workers — ILO may begin capturing deterioration in SDG 8.8.2 sub-scores for non-citizen worker rights. Perrigo Yeruham operates in a pharmaceutical context where Israeli domestic workers (who have very strong protections) predominate, so direct exposure to migrant worker deterioration is limited.","5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.","COUNTRY SIGNAL: Two scenarios over 5 years: (1) Post-conflict normalisation — migrant worker exploitation diminishes, Histadrut and labour inspection return to full capacity, institutional scores maintained at Very Low. (2) Prolonged conflict and structural dependence on migrant workers — ILO may begin capturing deterioration in SDG 8.8.2 sub-scores for non-citizen worker rights. Perrigo Yeruham operates in a pharmaceutical context where Israeli domestic workers (who have very strong protections) predominate, so direct exposure to migrant worker deterioration is limited. SECTOR SIGNAL: 5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.",Gaza conflict resolution timeline; migrant worker permit data; Histadrut collective agreement coverage; ILO Israel assessment; Perrigo facility-level labour audits
Perrigo Company,Perrigo Mexico,Worker Rights - Labour Rights,Medium,Moderate,Improving,Within 5 Years,Regulated / Pharmaceutical Production,Low,3.81,41.7,1.575,588.706,"Over 5 years, Mexico's labour reform trajectory points toward a genuine improvement in SDG 8.8.2 scores as legacy protection contracts are replaced with democratically-elected unions. If the reform is maintained under the Sheinbaum administration (signs are positive — she has reaffirmed USMCA labour commitments), Mexico could shift from the High to Medium quintile for labour rights by 2028-29. Nearshoring-driven wage growth (particularly in Coahuila/Nuevo León manufacturing corridors relevant to Torreon and Toluca facilities) may also improve remuneration sub-scores. Principal risk: organised crime influence on union politics in some regions could undermine the authenticity of reform gains.","5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.","COUNTRY SIGNAL: Over 5 years, Mexico's labour reform trajectory points toward a genuine improvement in SDG 8.8.2 scores as legacy protection contracts are replaced with democratically-elected unions. If the reform is maintained under the Sheinbaum administration (signs are positive — she has reaffirmed USMCA labour commitments), Mexico could shift from the High to Medium quintile for labour rights by 2028-29. Nearshoring-driven wage growth (particularly in Coahuila/Nuevo León manufacturing corridors relevant to Torreon and Toluca facilities) may also improve remuneration sub-scores. Principal risk: organised crime influence on union politics in some regions could undermine the authenticity of reform gains. SECTOR SIGNAL: 5-year trajectory: technical and regulated manufacturing roles are partially automation-resistant due to regulatory compliance requirements. However, AI-assisted quality control and process optimisation will reduce headcount in some inspection and operator roles. In countries with institutional voice (EU), workers in declining roles will be retrained through works council agreements. In high-risk countries (China, Vietnam), displaced workers have no institutional recourse.",USMCA RRM petitions and outcomes; SNTSCRM union election results; STPS labour inspection statistics in Coahuila and State of Mexico; ILO Mexico assessment
