supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,child_labour_rate_pct,school_attendance_rate_pct,ilab_tvpra_listing_score,regulatory_framework_strength,enforcement_effectiveness,composite_risk_score_delta,projected_trend,change_probability,key_risk_driver,context,monitoring_signals
Perrigo Company,Allegan Main Campus,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
Perrigo Company,Allegan Water St Plant,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
Perrigo Company,Eau Claire Facility,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
Perrigo Company,PBM Nutritionals (Vermont),Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
Perrigo Company,Perrigo Direct Hub,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
Perrigo Company,Omaha Logistics Center,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
Perrigo Company,Perrigo Israel (Yeruham),Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
Perrigo Company,Perrigo Mexico,Child Labour,Medium,High,Stable,Within 12 Months,4.3,96.9,1.0,0.0,0.5,-0.153524802299151,Stable,Medium,USMCA Chapter 23 labour reform,ILO-funded rapid response mechanism and USMCA Chapter 23 complaints process maintains pressure on child labour enforcement; reform trajectory stable.,USMCA RRM complaint filings; STPS worksite inspection frequency
Perrigo Company,Wrafton Laboratories (UK),Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
Perrigo Company,Galpharm International,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
Perrigo Company,Rosemont Pharmaceuticals,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
Perrigo Company,HRA Pharma Global HQ,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
Perrigo Company,HRA Pharma US,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
The Hain Celestial Group,Global Headquarters,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
The Hain Celestial Group,Celestial Seasonings,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
The Hain Celestial Group,Hain Personal Care Hub,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
The Hain Celestial Group,Hain Celestial Canada HQ,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
The Hain Celestial Group,Mississauga Facility,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
The Hain Celestial Group,Hain Daniels (Fakenham),Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
The Hain Celestial Group,Hain Daniels (Histon),Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
The Hain Celestial Group,Fresh Innovation Centre,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
The Hain Celestial Group,Ella’s Kitchen HQ,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
The Hain Celestial Group,Natumi GmbH,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
The Hain Celestial Group,Mona Naturprodukte (Joya),Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
The Hain Celestial Group,Cully & Sully,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
The Hain Celestial Group,Yorkshire Provender,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
ZURU LLC.,ZURU Global HQ,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
ZURU LLC.,ZURU US Flagship Campus,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
ZURU LLC.,ZURU Shenzhen Hub,Child Labour,High,Medium,Stable,Within 12 Months,4.0,96.8,1.0,0.0,0.5,0.0987,Stable,High,UFLPA / TVPRA Xinjiang forced child labour,"UFLPA rebuttable presumption covers all Xinjiang goods; ILAB TVPRA list includes electronics, textiles, toys, manufactured goods from China. No evidence of enforcement reform within 12-month horizon.",UFLPA entity list additions; EU FLR enforcement notices; ILAB TVPRA list update
ZURU LLC.,ZURU Huizhou Smart Factory,Child Labour,High,Medium,Stable,Within 12 Months,4.0,96.8,1.0,0.0,0.5,0.0987,Stable,High,UFLPA / TVPRA Xinjiang forced child labour,"UFLPA rebuttable presumption covers all Xinjiang goods; ILAB TVPRA list includes electronics, textiles, toys, manufactured goods from China. No evidence of enforcement reform within 12-month horizon.",UFLPA entity list additions; EU FLR enforcement notices; ILAB TVPRA list update
ZURU LLC.,ZURU Guangzhou Plant,Child Labour,High,Medium,Stable,Within 12 Months,4.0,96.8,1.0,0.0,0.5,0.0987,Stable,High,UFLPA / TVPRA Xinjiang forced child labour,"UFLPA rebuttable presumption covers all Xinjiang goods; ILAB TVPRA list includes electronics, textiles, toys, manufactured goods from China. No evidence of enforcement reform within 12-month horizon.",UFLPA entity list additions; EU FLR enforcement notices; ILAB TVPRA list update
ZURU LLC.,ZURU New Zealand HQ,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
ZURU LLC.,ZURU Tech Italy (Modena),Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
ZURU LLC.,ZURU Tech India (Ahmedabad),Child Labour,Medium,High,Stable,Within 12 Months,1.0,90.7,1.0,0.5,0.5,-0.0619484734279847,Improving,Low,Child Labour (P&R) Amendment Act enforcement trajectory,India UNICEF ~5.5% children in economic activity but declining; 2016 Amendment Act banned hazardous work <18 and family enterprises <14; National Child Labour Projects (NCLP) expanding school enrolment.,NCLP enrolment statistics; NSS child economic activity rate
ZURU LLC.,ZURU Tech India (Kolkata),Child Labour,Medium,High,Stable,Within 12 Months,1.0,90.7,1.0,0.5,0.5,-0.0619484734279847,Improving,Low,Child Labour (P&R) Amendment Act enforcement trajectory,India UNICEF ~5.5% children in economic activity but declining; 2016 Amendment Act banned hazardous work <18 and family enterprises <14; National Child Labour Projects (NCLP) expanding school enrolment.,NCLP enrolment statistics; NSS child economic activity rate
ZURU LLC.,ZURU Bentonville Office,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
ZURU LLC.,ZURU Tech Italy (Milan),Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
ZURU LLC.,ZURU Dongguan Tech Center,Child Labour,High,Medium,Stable,Within 12 Months,4.0,96.8,1.0,0.0,0.5,0.0987,Stable,High,UFLPA / TVPRA Xinjiang forced child labour,"UFLPA rebuttable presumption covers all Xinjiang goods; ILAB TVPRA list includes electronics, textiles, toys, manufactured goods from China. No evidence of enforcement reform within 12-month horizon.",UFLPA entity list additions; EU FLR enforcement notices; ILAB TVPRA list update
John Paul Mitchell Systems,Global Headquarters,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
John Paul Mitchell Systems,JPMS Creative Center,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
John Paul Mitchell Systems,Santa Clarita DC,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
John Paul Mitchell Systems,The Awapuhi Farm,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
John Paul Mitchell Systems,JPMS UK (Salon Success),Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
John Paul Mitchell Systems,JPMS European Hub,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
John Paul Mitchell Systems,Pro-motive (Subsidiary),Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
John Paul Mitchell Systems,Distribution Center East,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
"Natural Organics, Inc.",Global Headquarters,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
"Natural Organics, Inc.",Melville Manufacturing,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
"Natural Organics, Inc.","The ""Pharma-Lab""",Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
"Natural Organics, Inc.",Melville Distribution,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
"Natural Organics, Inc.",Amityville Facility,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
"Natural Organics, Inc.",Nature’s Plus UK,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
"Natural Organics, Inc.",Euro-Nutrition Hub,Child Labour,Very Low,High,Stable,Within 12 Months,0.5,99.5,0.0,1.0,1.0,-0.75,Stable,Low,Robust regulatory framework; not on ILAB/UNICEF child labour lists,No child labour risk signals within 12 months. Country not present in ILAB TVPRA worst forms list or UNICEF child labour dataset.,Regulatory changes to compulsory education age; ILO CEACR observations
