supplier_name,facility_name,risk_type,risk_level,timeframe,impact_type,risk_description,primary_restriction_instrument,secondary_restriction_instrument,importing_jurisdiction,source_country_or_region,context,product_linkage
Hangzhou Greatstar Industrial.Co.,Zhongshan Geelong Mfg,Restricted Goods - Forced Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Cotton is used in furniture upholstery, cushion filling, and fabric covering for sofas, chairs, and padded furniture. Baseline risk level: Already happening.","Cotton is used in furniture upholstery, cushion filling, and fabric covering for sofas, chairs, and padded furniture."
Hangzhou Greatstar Industrial.Co.,GreatStar Vietnam Base,Restricted Goods - Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,Vietnam,"Impact classification: Disruption (USA). Source: Vietnam. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Rubber is used in tool grips, seals, and protective components of hand tools. Baseline risk level: Already happening.","Rubber is used in tool grips, seals, and protective components of hand tools."
Hangzhou Greatstar Industrial.Co.,GreatStar Vietnam Base,Restricted Goods - Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,Vietnam,"Impact classification: Disruption (USA). Source: Vietnam. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Timber is a direct material input for wooden handles used in chisels, mallets, hammers, and other hand tools. Baseline risk level: Already happening.","Timber is a direct material input for wooden handles used in chisels, mallets, hammers, and other hand tools."
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Restricted Goods - Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Electronic components may be present in precision or digital hand tools (e.g. torque wrenches, digital callipers). Baseline risk level: Already happening.","Electronic components may be present in precision or digital hand tools (e.g. torque wrenches, digital callipers)."
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Aluminium is a primary structural material used in hand tool bodies, heads, and components. Baseline risk level: Already happening.","Aluminium is a primary structural material used in hand tool bodies, heads, and components."
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Coking coal is a key input in the production of steel used for tool blades, heads, and structural components. Baseline risk level: Already happening.","Coking coal is a key input in the production of steel used for tool blades, heads, and structural components."
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Electronic components may be present in precision or digital hand tools (e.g. torque wrenches, digital callipers). Baseline risk level: Already happening.","Electronic components may be present in precision or digital hand tools (e.g. torque wrenches, digital callipers)."
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Metallurgical grade silicon is a precursor to semiconductor components found in electronic or digital hand tools. Baseline risk level: Already happening.,Metallurgical grade silicon is a precursor to semiconductor components found in electronic or digital hand tools.
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Nails and metal fasteners are produced in the same metalworking context as hand tools, sharing raw material inputs such as steel wire rod. Baseline risk level: Already happening.","Nails and metal fasteners are produced in the same metalworking context as hand tools, sharing raw material inputs such as steel wire rod."
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Polysilicon is used in semiconductor and electronic components present in precision hand tools. Baseline risk level: Already happening.,Polysilicon is used in semiconductor and electronic components present in precision hand tools.
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: PVC is used in the handle grips, cable insulation, and housing components of hand tools. Baseline risk level: Already happening.","PVC is used in the handle grips, cable insulation, and housing components of hand tools."
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Restricted Goods - Forced Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Electronic components may be present in precision or digital hand tools (e.g. torque wrenches, digital callipers). Baseline risk level: Already happening.","Electronic components may be present in precision or digital hand tools (e.g. torque wrenches, digital callipers)."
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Restricted Goods - Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Electronic components (sensors, displays, circuit boards, GPS modules) are core inputs in surveying and rangefinding instrument manufacturing. Baseline risk level: Already happening.","Electronic components (sensors, displays, circuit boards, GPS modules) are core inputs in surveying and rangefinding instrument manufacturing."
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Aluminium is used in the housings and structural components of surveying and rangefinding instruments. Baseline risk level: Already happening.,Aluminium is used in the housings and structural components of surveying and rangefinding instruments.
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Coking coal is an input in steel production used for the precision mechanical components of surveying instruments. Baseline risk level: Already happening.,Coking coal is an input in steel production used for the precision mechanical components of surveying instruments.
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Electronic components (sensors, displays, circuit boards, GPS modules) are core inputs in surveying and rangefinding instrument manufacturing. Baseline risk level: Already happening.","Electronic components (sensors, displays, circuit boards, GPS modules) are core inputs in surveying and rangefinding instrument manufacturing."
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Metallurgical grade silicon is a precursor to semiconductors integral to the electronic systems in surveying and rangefinding instruments. Baseline risk level: Already happening.,Metallurgical grade silicon is a precursor to semiconductors integral to the electronic systems in surveying and rangefinding instruments.
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Polysilicon is used in the semiconductor and optical components of precision surveying and rangefinding devices. Baseline risk level: Already happening.,Polysilicon is used in the semiconductor and optical components of precision surveying and rangefinding devices.
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: PVC is used in cable insulation and protective housing components of surveying instruments and their accessories. Baseline risk level: Already happening.,PVC is used in cable insulation and protective housing components of surveying instruments and their accessories.
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Restricted Goods - Forced Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Electronic components (sensors, displays, circuit boards, GPS modules) are core inputs in surveying and rangefinding instrument manufacturing. Baseline risk level: Already happening.","Electronic components (sensors, displays, circuit boards, GPS modules) are core inputs in surveying and rangefinding instrument manufacturing."
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Restricted Goods - Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Electronic components may be present in precision or digital hand tools (e.g. torque wrenches, digital callipers). Baseline risk level: Already happening.","Electronic components may be present in precision or digital hand tools (e.g. torque wrenches, digital callipers)."
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Aluminium is a primary structural material used in hand tool bodies, heads, and components. Baseline risk level: Already happening.","Aluminium is a primary structural material used in hand tool bodies, heads, and components."
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Coking coal is a key input in the production of steel used for tool blades, heads, and structural components. Baseline risk level: Already happening.","Coking coal is a key input in the production of steel used for tool blades, heads, and structural components."
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Electronic components may be present in precision or digital hand tools (e.g. torque wrenches, digital callipers). Baseline risk level: Already happening.","Electronic components may be present in precision or digital hand tools (e.g. torque wrenches, digital callipers)."
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Metallurgical grade silicon is a precursor to semiconductor components found in electronic or digital hand tools. Baseline risk level: Already happening.,Metallurgical grade silicon is a precursor to semiconductor components found in electronic or digital hand tools.
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Nails and metal fasteners are produced in the same metalworking context as hand tools, sharing raw material inputs such as steel wire rod. Baseline risk level: Already happening.","Nails and metal fasteners are produced in the same metalworking context as hand tools, sharing raw material inputs such as steel wire rod."
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Polysilicon is used in semiconductor and electronic components present in precision hand tools. Baseline risk level: Already happening.,Polysilicon is used in semiconductor and electronic components present in precision hand tools.
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: PVC is used in the handle grips, cable insulation, and housing components of hand tools. Baseline risk level: Already happening.","PVC is used in the handle grips, cable insulation, and housing components of hand tools."
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Restricted Goods - Forced Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Electronic components may be present in precision or digital hand tools (e.g. torque wrenches, digital callipers). Baseline risk level: Already happening.","Electronic components may be present in precision or digital hand tools (e.g. torque wrenches, digital callipers)."
Perrigo Company,Perrigo Mexico,Restricted Goods - Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,Mexico,Impact classification: Disruption (USA). Source: Mexico. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Bovine-derived gelatin is used in pharmaceutical capsule manufacturing; cattle also provide raw materials for biological medicament production. Baseline risk level: Already happening.,Bovine-derived gelatin is used in pharmaceutical capsule manufacturing; cattle also provide raw materials for biological medicament production.
Perrigo Company,Perrigo Mexico,Restricted Goods - Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,Mexico,"Impact classification: Disruption (USA). Source: Mexico. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Capsaicin, extracted from chile peppers, is an active pharmaceutical ingredient in topical analgesic and pain-relief medicaments. Baseline risk level: Already happening.","Capsaicin, extracted from chile peppers, is an active pharmaceutical ingredient in topical analgesic and pain-relief medicaments."
Perrigo Company,Perrigo Mexico,Restricted Goods - Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,Mexico,"Impact classification: Disruption (USA). Source: Mexico. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Opium poppies are the source of morphine, codeine, and other opiate active pharmaceutical ingredients used directly in medicament production. Baseline risk level: Already happening.","Opium poppies are the source of morphine, codeine, and other opiate active pharmaceutical ingredients used directly in medicament production."
Perrigo Company,Perrigo Mexico,Restricted Goods - Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,Mexico,"Impact classification: Disruption (USA). Source: Mexico. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Sucrose derived from sugarcane is a standard pharmaceutical excipient used in tablet coating, syrups, and other oral medicament formulations. Baseline risk level: Already happening.","Sucrose derived from sugarcane is a standard pharmaceutical excipient used in tablet coating, syrups, and other oral medicament formulations."
Perrigo Company,Perrigo Mexico,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,Mexico,"Impact classification: Disruption (USA). Source: Mexico. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Capsaicin, extracted from chile peppers, is an active pharmaceutical ingredient in topical analgesic and pain-relief medicaments. Baseline risk level: Already happening.","Capsaicin, extracted from chile peppers, is an active pharmaceutical ingredient in topical analgesic and pain-relief medicaments."
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - State-imposed forced labour; possible forced child labour,Unknown,Baseline,Potential Prohibition,Likely to be a top enforcement priority under the Forced Labour Regulation once applicable; already a political focus in Parliament resolutions and NGO advocacy.,Unknown,Guardian 2023 report on Uyghur forced-labour clothing in EU; NGO & parliamentary reports,EU,Xinjiang Uyghur Autonomous Region,Impact classification: Potential Prohibition (EU). Source: Xinjiang Uyghur Autonomous Region. Applicable restriction(s): Unknown; Guardian 2023 report on Uyghur forced-labour clothing in EU; NGO & parliamentary reports. Likely to be a top enforcement priority under the Forced Labour Regulation once applicable; already a political focus in Parliament resolutions and NGO advocacy. Product linkage: Cotton lint is the processed fibre used as stuffing and filling material in soft toys and plush goods. Baseline risk level: Unknown.,Cotton lint is the processed fibre used as stuffing and filling material in soft toys and plush goods.
ZURU LLC.,ZURU Huizhou Smart Factory,"Restricted Goods - High likelihood of labour-rights abuses, potential forced or child labour particularly in upstream stages",Unknown,Baseline,Disruption,"Once FLR applies, opaque, ultra-fast fashion supply chains will likely face scrutiny if credible forced-labour concerns are raised; brands may need to provide detailed traceability to avoid product bans.",Unknown,Media investigations and NGO reports on fast-fashion labour conditions and cotton sourcing,EU,China,"Impact classification: Disruption (EU). Source: China. Applicable restriction(s): Unknown; Media investigations and NGO reports on fast-fashion labour conditions and cotton sourcing. Once FLR applies, opaque, ultra-fast fashion supply chains will likely face scrutiny if credible forced-labour concerns are raised; brands may need to provide detailed traceability to avoid product bans. Product linkage: Ultra-low-cost manufactured goods (a flagged ILAB category) encompasses the same type of low-margin consumer products as inexpensive toys produced in this region. Baseline risk level: Unknown.",Ultra-low-cost manufactured goods (a flagged ILAB category) encompasses the same type of low-margin consumer products as inexpensive toys produced in this region.
ZURU LLC.,ZURU Huizhou Smart Factory,"Restricted Goods - Rebuttable presumption that goods made wholly or in part in Xinjiang are produced with forced labor (cotton, yarn, textiles, apparel). CBP WROs target cotton and related products.",Already happening,Baseline,Disruption,"High risk — recommended procurement exclusion unless full, documented, verifiable chain-of-custody and testing/audits can rebut the presumption.",Uyghur Forced Labor Prevention Act (UFLPA); CBP Withhold-Release Orders (WROs),CBP UFLPA page (https://www.cbp.gov/trade/forced-labor/UFLPA); CBP WRO (Jan 13 2021) (https://www.cbp.gov/newsroom/national-media-release/cbp-issues-region-wide-withhold-release-order-products-made-slave),USA,"Xinjiang Uyghur Autonomous Region (XUAR), China","Impact classification: Disruption (USA). Source: Xinjiang Uyghur Autonomous Region (XUAR), China. Applicable restriction(s): Uyghur Forced Labor Prevention Act (UFLPA); CBP Withhold-Release Orders (WROs); CBP UFLPA page (https://www.cbp.gov/trade/forced-labor/UFLPA); CBP WRO (Jan 13 2021) (https://www.cbp.gov/newsroom/national-media-release/cbp-issues-region-wide-withhold-release-order-products-made-slave). High risk — recommended procurement exclusion unless full, documented, verifiable chain-of-custody and testing/audits can rebut the presumption. Product linkage: Textiles of all types are a direct input in soft toys, fabric dolls, plush animals, and textile-based games and puzzles. Baseline risk level: Already happening.","Textiles of all types are a direct input in soft toys, fabric dolls, plush animals, and textile-based games and puzzles."
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Cotton is used as filling and fabric in soft toys, stuffed animals, and fabric-based puzzles and games. Baseline risk level: Already happening.","Cotton is used as filling and fabric in soft toys, stuffed animals, and fabric-based puzzles and games."
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Electronic components (circuit boards, LEDs, sensors, speakers) are direct inputs in electronic and interactive toy manufacturing. Baseline risk level: Already happening.","Electronic components (circuit boards, LEDs, sensors, speakers) are direct inputs in electronic and interactive toy manufacturing."
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Textiles are a direct material input in plush toys, fabric dolls, soft games, and textile-based puzzles. Baseline risk level: Already happening.","Textiles are a direct material input in plush toys, fabric dolls, soft games, and textile-based puzzles."
